Quiz_ID,Total_Marks,Avg_Response_Time,Total_Time_Spent,Topic_1_Marks,Topic_2_Marks,Topic_3_Marks,Topic_4_Marks,Topic_5_Marks,Topic_6_Marks,Topic_7_Marks,Topic_8_Marks,Topic_9_Marks,Topic_10_Marks,Topic_1_Strength,Topic_2_Strength,Topic_3_Strength,Topic_4_Strength,Topic_5_Strength,Topic_6_Strength,Topic_7_Strength,Topic_8_Strength,Topic_9_Strength,Topic_10_Strength
2,31,15,750,2,3,5,5,0,2,5,2,3,4,0,1,1,1,0,0,1,0,1,1
3,27,10,500,4,2,3,3,1,3,3,0,5,3,1,0,1,1,0,1,1,0,1,1
1,34,17,850,0,5,5,5,2,4,0,4,5,4,0,1,1,1,0,1,0,1,1,1
1,18,26,1300,0,5,4,0,3,0,1,4,1,0,0,1,1,0,1,0,0,1,0,0
1,21,26,1300,0,2,1,2,0,2,4,2,3,5,0,0,0,0,0,0,1,0,1,1
3,25,6,300,4,4,0,2,4,2,2,0,4,3,1,1,0,0,1,0,0,0,1,1
2,19,18,900,0,4,2,2,3,1,2,0,3,2,0,1,0,0,1,0,0,0,1,0
3,22,15,750,1,2,3,5,3,2,3,0,2,1,0,0,1,1,1,0,1,0,0,0
3,32,27,1350,4,4,4,5,3,2,2,1,3,4,1,1,1,1,1,0,0,0,1,1
2,31,12,600,5,1,4,3,5,0,3,5,2,3,1,0,1,1,1,0,1,1,0,1
1,20,28,1400,4,1,4,4,0,1,2,1,3,0,1,0,1,1,0,0,0,0,1,0
1,23,14,700,4,5,4,2,1,4,0,0,3,0,1,1,1,0,0,1,0,0,1,0
3,16,19,950,2,4,0,4,0,2,0,1,1,2,0,1,0,1,0,0,0,0,0,0
1,21,17,850,2,0,2,5,4,2,0,0,5,1,0,0,0,1,1,0,0,0,1,0
3,22,11,550,2,2,1,3,4,4,0,4,2,0,0,0,0,1,1,1,0,1,0,0
3,23,11,550,3,1,3,5,2,3,1,0,4,1,1,0,1,1,0,1,0,0,1,0
2,26,25,1250,1,4,4,0,0,4,4,1,5,3,0,1,1,0,0,1,1,0,1,1
2,24,8,400,4,4,5,1,0,4,0,2,0,4,1,1,1,0,0,1,0,0,0,1
2,28,8,400,4,1,4,1,2,1,5,4,4,2,1,0,1,0,0,0,1,1,1,0
3,24,22,1100,2,1,2,5,2,5,1,3,3,0,0,0,0,1,0,1,0,1,1,0
2,27,20,1000,4,0,2,1,3,4,3,2,4,4,1,0,0,0,1,1,1,0,1,1
1,21,24,1200,5,4,0,1,3,1,2,2,3,0,1,1,0,0,1,0,0,0,1,0
1,32,27,1350,4,4,0,3,4,5,2,5,3,2,1,1,0,1,1,1,0,1,1,0
3,18,17,850,0,3,5,1,1,4,1,3,0,0,0,1,1,0,0,1,0,1,0,0
3,36,6,300,5,5,5,3,4,2,5,4,1,2,1,1,1,1,1,0,1,1,0,0
2,27,19,950,5,0,0,0,5,2,5,5,1,4,1,0,0,0,1,0,1,1,0,1
3,23,11,550,4,1,3,2,0,5,2,3,0,3,1,0,1,0,0,1,0,1,0,1
3,30,13,650,3,1,5,2,1,3,5,4,4,2,1,0,1,0,0,1,1,1,1,0
1,23,23,1150,2,2,0,2,3,5,0,4,2,3,0,0,0,0,1,1,0,1,0,1
1,27,12,600,1,5,4,3,2,4,2,5,0,1,0,1,1,1,0,1,0,1,0,0
2,20,25,1250,1,1,0,3,2,0,0,4,5,4,0,0,0,1,0,0,0,1,1,1
3,25,14,700,0,4,3,3,4,4,0,2,3,2,0,1,1,1,1,1,0,0,1,0
3,22,8,400,1,1,0,0,0,5,2,4,5,4,0,0,0,0,0,1,0,1,1,1
1,21,16,800,1,4,0,4,0,0,1,5,1,5,0,1,0,1,0,0,0,1,0,1
3,30,12,600,2,4,4,3,2,5,3,3,1,3,0,1,1,1,0,1,1,1,0,1
1,28,5,250,2,0,5,3,4,4,1,2,4,3,0,0,1,1,1,1,0,0,1,1
2,30,27,1350,3,1,4,2,5,1,4,4,2,4,1,0,1,0,1,0,1,1,0,1
1,29,13,650,0,0,4,5,4,2,4,1,5,4,0,0,1,1,1,0,1,0,1,1
3,16,11,550,1,5,0,1,3,0,0,1,0,5,0,1,0,0,1,0,0,0,0,1
2,25,13,650,3,4,4,1,3,0,0,4,3,3,1,1,1,0,1,0,0,1,1,1
1,26,11,550,0,5,2,0,3,4,1,1,5,5,0,1,0,0,1,1,0,0,1,1
1,24,6,300,5,1,1,1,5,2,1,0,3,5,1,0,0,0,1,0,0,0,1,1
2,26,25,1250,1,5,1,4,1,3,0,5,2,4,0,1,0,1,0,1,0,1,0,1
2,32,24,1200,1,5,4,2,4,0,5,2,4,5,0,1,1,0,1,0,1,0,1,1
1,25,20,1000,2,1,5,0,4,2,3,0,5,3,0,0,1,0,1,0,1,0,1,1
3,23,14,700,4,0,3,1,5,2,3,2,2,1,1,0,1,0,1,0,1,0,0,0
1,22,28,1400,0,0,4,1,3,0,4,3,4,3,0,0,1,0,1,0,1,1,1,1
2,33,14,700,1,4,5,5,2,1,5,1,4,5,0,1,1,1,0,0,1,0,1,1
1,27,18,900,0,4,4,2,3,5,3,1,5,0,0,1,1,0,1,1,1,0,1,0
2,16,29,1450,3,1,0,0,1,1,2,5,0,3,1,0,0,0,0,0,0,1,0,1
2,22,13,650,3,1,5,2,5,4,0,1,0,1,1,0,1,0,1,1,0,0,0,0
3,28,23,1150,4,3,3,0,2,5,1,4,3,3,1,1,1,0,0,1,0,1,1,1
2,25,23,1150,1,3,4,1,4,5,0,2,1,4,0,1,1,0,1,1,0,0,0,1
2,29,25,1250,2,2,2,2,1,4,2,4,5,5,0,0,0,0,0,1,0,1,1,1
3,24,6,300,1,4,5,2,1,2,3,1,4,1,0,1,1,0,0,0,1,0,1,0
2,23,24,1200,0,5,1,4,5,0,0,3,3,2,0,1,0,1,1,0,0,1,1,0
3,31,23,1150,5,2,5,5,2,1,2,1,5,3,1,0,1,1,0,0,0,0,1,1
3,29,15,750,3,2,2,2,3,2,5,5,1,4,1,0,0,0,1,0,1,1,0,1
2,18,10,500,0,0,2,0,3,1,3,4,3,2,0,0,0,0,1,0,1,1,1,0
2,26,21,1050,4,5,2,4,0,0,4,1,4,2,1,1,0,1,0,0,1,0,1,0
1,19,9,450,3,0,3,2,2,1,5,0,1,2,1,0,1,0,0,0,1,0,0,0
3,22,15,750,2,3,3,2,3,3,4,0,2,0,0,1,1,0,1,1,1,0,0,0
1,32,8,400,3,2,5,4,1,4,4,4,0,5,1,0,1,1,0,1,1,1,0,1
2,31,5,250,5,3,3,1,5,5,5,0,0,4,1,1,1,0,1,1,1,0,0,1
1,18,20,1000,1,5,1,2,3,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0
3,34,8,400,5,5,0,3,5,0,2,5,5,4,1,1,0,1,1,0,0,1,1,1
1,30,19,950,5,4,5,5,3,0,1,2,1,4,1,1,1,1,1,0,0,0,0,1
3,30,27,1350,1,1,4,1,5,3,1,5,4,5,0,0,1,0,1,1,0,1,1,1
2,21,7,350,3,0,4,2,1,0,4,5,1,1,1,0,1,0,0,0,1,1,0,0
2,30,16,800,4,4,5,1,2,3,0,4,5,2,1,1,1,0,0,1,0,1,1,0
3,13,25,1250,1,4,0,0,0,2,3,0,0,3,0,1,0,0,0,0,1,0,0,1
2,20,28,1400,1,0,4,1,5,1,1,2,4,1,0,0,1,0,1,0,0,0,1,0
2,25,19,950,2,0,5,4,3,0,3,0,5,3,0,0,1,1,1,0,1,0,1,1
2,38,15,750,3,5,5,2,5,4,5,1,3,5,1,1,1,0,1,1,1,0,1,1
2,22,7,350,1,5,2,1,5,1,0,5,0,2,0,1,0,0,1,0,0,1,0,0
3,26,23,1150,4,2,1,3,3,3,4,0,2,4,1,0,0,1,1,1,1,0,0,1
1,23,15,750,0,3,4,0,3,1,3,0,4,5,0,1,1,0,1,0,1,0,1,1
1,24,12,600,3,5,1,0,2,1,5,4,2,1,1,1,0,0,0,0,1,1,0,0
2,19,23,1150,2,4,5,1,1,0,4,1,1,0,0,1,1,0,0,0,1,0,0,0
1,28,6,300,5,2,0,4,1,4,3,2,3,4,1,0,0,1,0,1,1,0,1,1
1,22,6,300,1,2,5,0,1,2,0,5,1,5,0,0,1,0,0,0,0,1,0,1
2,24,16,800,4,4,4,1,1,4,1,5,0,0,1,1,1,0,0,1,0,1,0,0
2,30,12,600,3,5,1,1,1,5,2,5,3,4,1,1,0,0,0,1,0,1,1,1
1,29,10,500,4,4,2,0,1,3,4,2,5,4,1,1,0,0,0,1,1,0,1,1
3,24,7,350,4,1,2,1,3,5,1,5,0,2,1,0,0,0,1,1,0,1,0,0
2,30,15,750,5,5,5,1,3,4,3,0,3,1,1,1,1,0,1,1,1,0,1,0
3,30,20,1000,2,3,0,5,1,4,5,3,2,5,0,1,0,1,0,1,1,1,0,1
1,30,15,750,3,4,3,3,1,3,5,3,0,5,1,1,1,1,0,1,1,1,0,1
2,33,14,700,1,5,4,1,2,4,1,5,5,5,0,1,1,0,0,1,0,1,1,1
3,26,14,700,2,0,5,5,5,2,2,2,0,3,0,0,1,1,1,0,0,0,0,1
2,19,21,1050,1,1,2,5,2,1,4,0,1,2,0,0,0,1,0,0,1,0,0,0
1,24,15,750,0,3,2,1,4,2,4,0,5,3,0,1,0,0,1,0,1,0,1,1
3,31,26,1300,4,5,0,4,3,5,1,1,4,4,1,1,0,1,1,1,0,0,1,1
1,13,18,900,0,0,2,0,1,1,0,4,5,0,0,0,0,0,0,0,0,1,1,0
1,33,13,650,4,5,4,5,5,1,3,3,0,3,1,1,1,1,1,0,1,1,0,1
2,28,20,1000,5,0,0,5,3,4,1,5,5,0,1,0,0,1,1,1,0,1,1,0
3,21,10,500,2,3,1,4,4,1,0,0,3,3,0,1,0,1,1,0,0,0,1,1
1,16,21,1050,1,1,0,2,2,3,4,2,1,0,0,0,0,0,0,1,1,0,0,0
1,31,26,1300,5,0,4,4,4,2,3,3,4,2,1,0,1,1,1,0,1,1,1,0
3,21,29,1450,1,2,4,2,0,1,4,4,0,3,0,0,1,0,0,0,1,1,0,1
1,20,26,1300,2,3,1,2,2,4,2,0,2,2,0,1,0,0,0,1,0,0,0,0
1,37,7,350,3,3,5,4,3,4,5,3,5,2,1,1,1,1,1,1,1,1,1,0
3,14,6,300,0,4,0,3,2,4,0,0,1,0,0,1,0,1,0,1,0,0,0,0
3,28,15,750,0,1,4,4,4,0,2,5,5,3,0,0,1,1,1,0,0,1,1,1
3,26,28,1400,1,2,4,5,1,2,2,4,2,3,0,0,1,1,0,0,0,1,0,1
3,20,22,1100,1,2,1,0,5,4,2,1,3,1,0,0,0,0,1,1,0,0,1,0
2,23,27,1350,1,4,3,4,4,3,0,3,1,0,0,1,1,1,1,1,0,1,0,0
3,24,7,350,2,0,0,3,4,4,3,4,1,3,0,0,0,1,1,1,1,1,0,1
2,22,19,950,3,0,4,4,1,0,4,1,1,4,1,0,1,1,0,0,1,0,0,1
2,23,9,450,0,2,2,3,5,2,3,1,4,1,0,0,0,1,1,0,1,0,1,0
2,28,15,750,5,1,1,0,3,1,5,4,5,3,1,0,0,0,1,0,1,1,1,1
1,24,7,350,4,0,3,1,5,2,3,2,4,0,1,0,1,0,1,0,1,0,1,0
2,27,19,950,2,3,3,3,3,1,3,4,0,5,0,1,1,1,1,0,1,1,0,1
2,22,7,350,0,5,1,3,2,1,4,0,2,4,0,1,0,1,0,0,1,0,0,1
1,37,11,550,3,4,3,5,4,4,4,2,5,3,1,1,1,1,1,1,1,0,1,1
1,25,11,550,2,1,4,3,2,5,0,1,5,2,0,0,1,1,0,1,0,0,1,0
1,22,27,1350,5,0,3,0,1,3,5,3,0,2,1,0,1,0,0,1,1,1,0,0
3,18,15,750,0,5,0,2,0,3,1,1,2,4,0,1,0,0,0,1,0,0,0,1
1,28,20,1000,2,2,2,3,3,5,4,3,0,4,0,0,0,1,1,1,1,1,0,1
1,25,8,400,0,4,4,0,1,4,4,3,1,4,0,1,1,0,0,1,1,1,0,1
2,23,15,750,0,0,1,5,3,0,5,4,1,4,0,0,0,1,1,0,1,1,0,1
1,22,18,900,3,2,2,5,2,1,1,4,2,0,1,0,0,1,0,0,0,1,0,0
3,23,12,600,4,0,5,1,0,5,4,1,1,2,1,0,1,0,0,1,1,0,0,0
1,32,29,1450,3,4,4,3,5,3,3,4,0,3,1,1,1,1,1,1,1,1,0,1
3,26,21,1050,0,3,2,2,4,2,5,1,4,3,0,1,0,0,1,0,1,0,1,1
1,26,27,1350,2,3,3,0,5,0,4,4,3,2,0,1,1,0,1,0,1,1,1,0
1,35,28,1400,5,5,5,1,3,4,0,4,5,3,1,1,1,0,1,1,0,1,1,1
1,29,22,1100,3,2,1,2,4,0,4,3,5,5,1,0,0,0,1,0,1,1,1,1
1,19,10,500,4,3,1,1,2,3,1,2,0,2,1,1,0,0,0,1,0,0,0,0
3,28,25,1250,0,4,0,2,3,5,3,4,2,5,0,1,0,0,1,1,1,1,0,1
3,35,24,1200,5,2,3,4,5,4,1,5,1,5,1,0,1,1,1,1,0,1,0,1
2,26,24,1200,3,0,0,4,2,3,5,5,3,1,1,0,0,1,0,1,1,1,1,0
3,27,14,700,3,1,0,4,4,1,4,5,3,2,1,0,0,1,1,0,1,1,1,0
1,21,10,500,3,0,3,1,2,0,4,4,1,3,1,0,1,0,0,0,1,1,0,1
2,24,16,800,3,4,4,4,2,5,0,1,0,1,1,1,1,1,0,1,0,0,0,0
2,28,21,1050,5,5,5,0,2,1,3,3,1,3,1,1,1,0,0,0,1,1,0,1
2,20,17,850,2,2,0,0,1,2,4,5,4,0,0,0,0,0,0,0,1,1,1,0
1,22,5,250,4,0,2,4,1,1,0,3,2,5,1,0,0,1,0,0,0,1,0,1
3,26,8,400,4,2,5,2,3,0,0,2,5,3,1,0,1,0,1,0,0,0,1,1
1,18,20,1000,0,3,4,2,2,2,1,2,1,1,0,1,1,0,0,0,0,0,0,0
2,21,23,1150,1,1,3,1,5,3,3,2,0,2,0,0,1,0,1,1,1,0,0,0
1,29,9,450,2,4,1,2,2,5,2,4,4,3,0,1,0,0,0,1,0,1,1,1
1,24,17,850,0,0,4,3,2,2,5,1,5,2,0,0,1,1,0,0,1,0,1,0
3,16,14,700,0,1,0,2,1,0,0,5,4,3,0,0,0,0,0,0,0,1,1,1
3,23,9,450,3,4,2,0,4,4,2,0,0,4,1,1,0,0,1,1,0,0,0,1
2,32,20,1000,1,4,5,5,2,2,1,5,2,5,0,1,1,1,0,0,0,1,0,1
1,25,5,250,1,5,3,2,0,3,0,5,3,3,0,1,1,0,0,1,0,1,1,1
1,27,16,800,2,3,1,1,3,2,5,1,4,5,0,1,0,0,1,0,1,0,1,1
3,34,19,950,1,5,5,2,1,5,3,3,5,4,0,1,1,0,0,1,1,1,1,1
1,20,9,450,0,5,2,1,4,1,2,2,0,3,0,1,0,0,1,0,0,0,0,1
1,22,10,500,1,2,1,3,0,4,3,0,5,3,0,0,0,1,0,1,1,0,1,1
1,26,15,750,1,2,3,4,2,0,2,3,5,4,0,0,1,1,0,0,0,1,1,1
3,34,24,1200,4,1,5,3,5,4,1,2,4,5,1,0,1,1,1,1,0,0,1,1
2,28,18,900,0,3,4,0,5,1,0,5,5,5,0,1,1,0,1,0,0,1,1,1
2,22,6,300,5,4,0,5,1,4,0,0,3,0,1,1,0,1,0,1,0,0,1,0
1,22,14,700,1,3,3,3,2,1,1,1,5,2,0,1,1,1,0,0,0,0,1,0
2,28,29,1450,1,3,2,3,3,5,5,5,0,1,0,1,0,1,1,1,1,1,0,0
3,28,16,800,3,1,4,0,1,2,5,3,4,5,1,0,1,0,0,0,1,1,1,1
3,21,13,650,1,2,5,0,0,0,4,4,0,5,0,0,1,0,0,0,1,1,0,1
2,30,13,650,1,3,1,4,5,1,2,5,5,3,0,1,0,1,1,0,0,1,1,1
2,26,29,1450,4,3,4,4,4,1,5,0,0,1,1,1,1,1,1,0,1,0,0,0
1,23,14,700,0,3,4,2,4,2,5,0,3,0,0,1,1,0,1,0,1,0,1,0
2,19,11,550,2,0,2,1,3,1,2,5,0,3,0,0,0,0,1,0,0,1,0,1
1,25,6,300,0,3,0,0,4,0,4,5,5,4,0,1,0,0,1,0,1,1,1,1
1,28,27,1350,3,3,4,3,4,3,1,1,2,4,1,1,1,1,1,1,0,0,0,1
3,29,5,250,0,4,4,3,3,4,3,1,4,3,0,1,1,1,1,1,1,0,1,1
3,31,26,1300,1,5,0,4,5,5,3,3,1,4,0,1,0,1,1,1,1,1,0,1
3,16,26,1300,3,0,0,1,0,5,1,4,2,0,1,0,0,0,0,1,0,1,0,0
3,15,25,1250,0,3,1,0,1,1,3,2,2,2,0,1,0,0,0,0,1,0,0,0
2,34,27,1350,3,5,5,4,5,4,1,5,0,2,1,1,1,1,1,1,0,1,0,0
3,17,23,1150,2,3,1,1,1,5,2,0,2,0,0,1,0,0,0,1,0,0,0,0
2,16,27,1350,0,1,0,0,3,4,2,0,2,4,0,0,0,0,1,1,0,0,0,1
3,33,26,1300,5,1,3,3,5,5,4,3,2,2,1,0,1,1,1,1,1,1,0,0
2,25,23,1150,1,5,0,3,2,3,5,2,0,4,0,1,0,1,0,1,1,0,0,1
1,24,26,1300,3,0,1,4,3,1,1,2,5,4,1,0,0,1,1,0,0,0,1,1
2,28,5,250,5,4,2,1,3,0,5,5,2,1,1,1,0,0,1,0,1,1,0,0
2,25,6,300,5,0,2,3,3,1,3,2,1,5,1,0,0,1,1,0,1,0,0,1
3,25,8,400,4,0,5,1,3,4,1,3,2,2,1,0,1,0,1,1,0,1,0,0
2,22,20,1000,3,1,4,4,4,2,0,0,0,4,1,0,1,1,1,0,0,0,0,1
1,28,17,850,5,1,2,2,4,3,4,1,5,1,1,0,0,0,1,1,1,0,1,0
1,15,16,800,4,4,1,1,5,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3,28,9,450,5,3,2,5,0,0,4,1,3,5,1,1,0,1,0,0,1,0,1,1
1,26,7,350,1,4,3,1,3,4,4,1,3,2,0,1,1,0,1,1,1,0,1,0
2,22,24,1200,2,3,0,4,1,0,4,3,5,0,0,1,0,1,0,0,1,1,1,0
1,30,6,300,4,5,0,5,2,4,0,5,5,0,1,1,0,1,0,1,0,1,1,0
3,26,28,1400,2,5,1,2,4,0,4,2,1,5,0,1,0,0,1,0,1,0,0,1
2,29,9,450,3,2,4,3,1,0,1,5,5,5,1,0,1,1,0,0,0,1,1,1
3,22,5,250,1,1,0,0,4,5,1,3,4,3,0,0,0,0,1,1,0,1,1,1
2,32,18,900,4,2,2,4,5,5,0,5,3,2,1,0,0,1,1,1,0,1,1,0
1,21,19,950,3,2,3,0,0,4,2,5,2,0,1,0,1,0,0,1,0,1,0,0
3,25,8,400,5,1,4,2,2,3,2,1,0,5,1,0,1,0,0,1,0,0,0,1
3,18,16,800,0,2,4,5,4,0,0,0,3,0,0,0,1,1,1,0,0,0,1,0
2,22,14,700,3,0,4,2,2,1,4,1,5,0,1,0,1,0,0,0,1,0,1,0
3,21,22,1100,2,3,0,1,2,2,4,3,0,4,0,1,0,0,0,0,1,1,0,1
2,33,13,650,1,4,5,0,5,5,4,5,2,2,0,1,1,0,1,1,1,1,0,0
2,18,9,450,1,1,4,0,1,4,0,5,0,2,0,0,1,0,0,1,0,1,0,0
2,16,26,1300,3,0,1,2,4,0,4,0,0,2,1,0,0,0,1,0,1,0,0,0
2,32,29,1450,5,5,2,5,2,5,1,2,3,2,1,1,0,1,0,1,0,0,1,0
1,26,13,650,0,4,5,0,5,3,4,3,0,2,0,1,1,0,1,1,1,1,0,0
2,27,23,1150,2,4,3,3,3,5,0,5,2,0,0,1,1,1,1,1,0,1,0,0
3,25,29,1450,3,4,2,2,2,1,4,5,1,1,1,1,0,0,0,0,1,1,0,0
1,21,24,1200,3,2,1,1,2,4,1,4,0,3,1,0,0,0,0,1,0,1,0,1
3,27,21,1050,1,2,1,1,4,1,5,5,5,2,0,0,0,0,1,0,1,1,1,0
1,23,19,950,2,2,5,1,3,5,0,1,0,4,0,0,1,0,1,1,0,0,0,1
2,15,18,900,0,2,2,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0
1,20,28,1400,1,0,0,2,4,3,0,2,4,4,0,0,0,0,1,1,0,0,1,1
1,25,22,1100,3,2,1,1,4,4,3,5,2,0,1,0,0,0,1,1,1,1,0,0
3,27,18,900,1,1,4,2,5,4,2,0,3,5,0,0,1,0,1,1,0,0,1,1
3,21,24,1200,1,4,3,0,2,0,2,3,3,3,0,1,1,0,0,0,0,1,1,1
2,17,7,350,4,0,3,3,0,1,0,5,1,0,1,0,1,1,0,0,0,1,0,0
1,22,29,1450,1,5,1,3,0,4,3,5,0,0,0,1,0,1,0,1,1,1,0,0
1,25,25,1250,5,2,4,3,1,1,2,1,1,5,1,0,1,1,0,0,0,0,0,1
1,27,6,300,1,5,2,0,0,2,5,5,5,2,0,1,0,0,0,0,1,1,1,0
2,31,24,1200,5,4,3,1,0,0,4,4,5,5,1,1,1,0,0,0,1,1,1,1
2,22,25,1250,2,0,4,0,4,2,3,1,1,5,0,0,1,0,1,0,1,0,0,1
2,27,10,500,1,4,4,2,4,0,3,5,0,4,0,1,1,0,1,0,1,1,0,1
2,25,28,1400,0,5,0,3,5,0,5,5,0,2,0,1,0,1,1,0,1,1,0,0
2,21,13,650,5,0,1,2,2,1,5,3,2,0,1,0,0,0,0,0,1,1,0,0
3,25,29,1450,5,3,4,0,2,5,0,2,1,3,1,1,1,0,0,1,0,0,0,1
1,19,5,250,3,0,2,4,4,0,0,4,1,1,1,0,0,1,1,0,0,1,0,0
1,18,19,950,2,2,3,4,2,2,0,0,3,0,0,0,1,1,0,0,0,0,1,0
1,26,5,250,1,5,0,0,4,5,3,3,5,0,0,1,0,0,1,1,1,1,1,0
1,12,7,350,0,4,2,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0
1,34,28,1400,3,4,3,5,2,5,0,3,5,4,1,1,1,1,0,1,0,1,1,1
1,15,20,1000,2,4,1,2,0,2,1,0,2,1,0,1,0,0,0,0,0,0,0,0
1,21,19,950,5,1,2,0,1,1,2,1,5,3,1,0,0,0,0,0,0,0,1,1
1,22,19,950,0,1,3,0,5,1,4,4,4,0,0,0,1,0,1,0,1,1,1,0
3,23,9,450,1,2,0,4,5,3,5,1,1,1,0,0,0,1,1,1,1,0,0,0
1,26,14,700,4,3,3,3,2,4,4,1,2,0,1,1,1,1,0,1,1,0,0,0
3,27,26,1300,4,1,4,3,4,3,1,0,2,5,1,0,1,1,1,1,0,0,0,1
2,26,15,750,2,0,0,5,5,3,5,1,4,1,0,0,0,1,1,1,1,0,1,0
1,21,12,600,0,5,2,1,4,0,3,3,2,1,0,1,0,0,1,0,1,1,0,0
2,29,19,950,3,2,5,1,5,0,4,2,3,4,1,0,1,0,1,0,1,0,1,1
2,22,24,1200,0,3,1,5,1,3,1,0,4,4,0,1,0,1,0,1,0,0,1,1
2,20,29,1450,5,0,0,1,4,4,0,0,5,1,1,0,0,0,1,1,0,0,1,0
3,23,16,800,4,4,0,4,0,3,1,0,5,2,1,1,0,1,0,1,0,0,1,0
2,18,8,400,2,1,0,0,4,1,2,3,5,0,0,0,0,0,1,0,0,1,1,0
2,25,14,700,1,0,3,1,1,2,5,3,5,4,0,0,1,0,0,0,1,1,1,1
2,31,20,1000,0,3,4,4,3,3,1,3,5,5,0,1,1,1,1,1,0,1,1,1
1,27,19,950,4,2,5,2,3,0,0,5,5,1,1,0,1,0,1,0,0,1,1,0
1,20,9,450,3,0,1,0,0,4,1,3,3,5,1,0,0,0,0,1,0,1,1,1
3,17,26,1300,2,2,1,5,3,0,0,1,1,2,0,0,0,1,1,0,0,0,0,0
3,23,26,1300,1,4,4,2,4,1,5,0,1,1,0,1,1,0,1,0,1,0,0,0
1,25,16,800,0,3,3,3,1,5,0,5,2,3,0,1,1,1,0,1,0,1,0,1
3,22,15,750,3,3,3,3,5,0,2,0,2,1,1,1,1,1,1,0,0,0,0,0
1,25,28,1400,1,1,4,0,0,5,2,4,5,3,0,0,1,0,0,1,0,1,1,1
2,32,15,750,5,5,4,1,3,0,4,2,4,4,1,1,1,0,1,0,1,0,1,1
2,27,17,850,4,3,2,0,4,4,0,1,5,4,1,1,0,0,1,1,0,0,1,1
3,23,13,650,5,0,3,1,5,5,0,2,1,1,1,0,1,0,1,1,0,0,0,0
1,23,20,1000,4,0,0,5,5,4,0,1,0,4,1,0,0,1,1,1,0,0,0,1
1,19,20,1000,3,0,1,3,4,0,4,1,2,1,1,0,0,1,1,0,1,0,0,0
3,27,5,250,5,4,3,0,2,0,3,1,4,5,1,1,1,0,0,0,1,0,1,1
1,21,23,1150,4,3,4,0,2,3,2,0,2,1,1,1,1,0,0,1,0,0,0,0
2,23,27,1350,2,3,0,5,1,1,2,2,4,3,0,1,0,1,0,0,0,0,1,1
3,14,23,1150,3,0,2,1,0,5,0,2,1,0,1,0,0,0,0,1,0,0,0,0
3,29,25,1250,4,1,5,3,3,3,4,3,2,1,1,0,1,1,1,1,1,1,0,0
1,20,8,400,0,1,2,3,3,4,0,2,5,0,0,0,0,1,1,1,0,0,1,0
3,24,9,450,4,3,0,1,4,3,2,3,2,2,1,1,0,0,1,1,0,1,0,0
1,32,7,350,5,3,0,5,3,3,5,4,0,4,1,1,0,1,1,1,1,1,0,1
1,25,23,1150,2,2,4,1,1,5,4,3,1,2,0,0,1,0,0,1,1,1,0,0
1,28,17,850,1,3,5,5,2,0,1,5,4,2,0,1,1,1,0,0,0,1,1,0
1,14,17,850,1,0,4,1,4,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0
1,25,28,1400,4,5,1,3,0,5,1,0,4,2,1,1,0,1,0,1,0,0,1,0
3,29,23,1150,1,4,5,3,4,1,3,5,2,1,0,1,1,1,1,0,1,1,0,0
2,26,17,850,4,3,5,0,3,2,1,1,3,4,1,1,1,0,1,0,0,0,1,1
2,28,28,1400,2,3,1,5,1,2,4,4,2,4,0,1,0,1,0,0,1,1,0,1
3,20,9,450,1,0,2,3,0,5,1,5,1,2,0,0,0,1,0,1,0,1,0,0
3,30,21,1050,5,2,0,5,4,5,3,0,5,1,1,0,0,1,1,1,1,0,1,0
2,36,22,1100,5,5,2,5,3,3,2,4,4,3,1,1,0,1,1,1,0,1,1,1
2,25,16,800,0,3,4,2,4,1,3,5,0,3,0,1,1,0,1,0,1,1,0,1
2,18,27,1350,4,1,3,2,0,1,4,1,2,0,1,0,1,0,0,0,1,0,0,0
2,23,21,1050,1,1,4,1,3,4,5,0,4,0,0,0,1,0,1,1,1,0,1,0
2,30,22,1100,5,1,3,5,2,0,5,4,0,5,1,0,1,1,0,0,1,1,0,1
1,25,5,250,2,4,0,1,5,5,1,5,2,0,0,1,0,0,1,1,0,1,0,0
3,21,27,1350,2,4,0,1,0,5,1,3,3,2,0,1,0,0,0,1,0,1,1,0
1,27,6,300,0,5,5,0,2,5,4,2,3,1,0,1,1,0,0,1,1,0,1,0
2,20,17,850,2,3,0,2,2,5,0,1,5,0,0,1,0,0,0,1,0,0,1,0
2,25,14,700,2,3,1,2,3,4,4,3,2,1,0,1,0,0,1,1,1,1,0,0
2,25,7,350,1,3,1,3,4,2,4,4,1,2,0,1,0,1,1,0,1,1,0,0
1,29,19,950,4,4,3,2,4,1,3,4,3,1,1,1,1,0,1,0,1,1,1,0
1,33,27,1350,3,5,2,3,1,2,3,5,4,5,1,1,0,1,0,0,1,1,1,1
2,26,5,250,2,3,5,5,0,0,4,5,1,1,0,1,1,1,0,0,1,1,0,0
1,9,16,800,2,0,2,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0
1,28,8,400,3,2,3,1,3,5,1,3,2,5,1,0,1,0,1,1,0,1,0,1
