Student ID,Quiz ID,Correct Answers (Total),Incorrect Answers (Total),Response Time (Avg),Difficulty Prediction,Topic 1 (Correct),Topic 1 (Incorrect),Time Spent on Topic 1,Topic 2 (Correct),Topic 2 (Incorrect),Time Spent on Topic 2,Topic 3 (Correct),Topic 3 (Incorrect),Time Spent on Topic 3,Topic 4 (Correct),Topic 4 (Incorrect),Time Spent on Topic 4,Topic 5 (Correct),Topic 5 (Incorrect),Time Spent on Topic 5,Topic 6 (Correct),Topic 6 (Incorrect),Time Spent on Topic 6,Topic 7 (Correct),Topic 7 (Incorrect),Time Spent on Topic 7,Topic 8 (Correct),Topic 8 (Incorrect),Time Spent on Topic 8,Topic 9 (Correct),Topic 9 (Incorrect),Time Spent on Topic 9,Topic 10 (Correct),Topic 10 (Incorrect),Time Spent on Topic 10
275,1,27,23,21,0,2,3,49,1,4,24,2,3,31,3,2,35,0,5,115,5,0,50,5,0,13,1,4,80,1,4,112,2,3,33
275,2,50,0,27,1,4,1,14,1,4,104,0,5,91,3,2,37,0,5,54,1,4,61,3,2,55,4,1,56,2,3,108,2,3,54
275,3,43,7,29,1,3,2,90,2,3,70,0,5,28,5,0,113,3,2,52,3,2,34,1,4,118,0,5,13,1,4,42,5,0,43
276,1,20,30,11,0,5,0,40,5,0,100,3,2,104,0,5,56,3,2,98,5,0,98,4,1,29,2,3,64,1,4,116,4,1,96
276,2,29,21,5,0,0,5,20,3,2,77,2,3,71,0,5,12,0,5,12,0,5,106,5,0,14,2,3,110,2,3,32,0,5,76
276,3,45,5,15,1,5,0,110,0,5,22,1,4,41,1,4,18,2,3,78,2,3,47,1,4,57,2,3,105,4,1,105,0,5,72
277,1,30,20,14,0,0,5,32,4,1,21,1,4,30,1,4,45,4,1,36,4,1,57,2,3,33,3,2,93,1,4,114,1,4,23
277,2,37,13,23,0,1,4,65,4,1,58,1,4,86,1,4,24,5,0,64,2,3,19,4,1,80,4,1,24,2,3,15,3,2,108
277,3,49,1,22,1,4,1,28,2,3,85,0,5,62,2,3,41,0,5,21,3,2,97,2,3,44,4,1,71,4,1,51,0,5,75
278,1,37,13,12,0,2,3,16,3,2,101,1,4,22,2,3,54,2,3,89,1,4,44,3,2,87,2,3,23,1,4,10,1,4,20
278,2,50,0,12,1,1,4,19,3,2,49,2,3,87,5,0,72,3,2,47,3,2,106,4,1,38,2,3,60,4,1,70,2,3,17
278,3,27,23,14,0,0,5,106,2,3,70,2,3,12,1,4,18,2,3,22,3,2,15,3,2,45,5,0,111,1,4,78,1,4,15
279,1,39,11,11,0,2,3,24,3,2,40,2,3,45,1,4,106,4,1,16,5,0,73,4,1,28,3,2,64,4,1,11,5,0,107
279,2,38,12,22,0,2,3,66,4,1,60,0,5,45,2,3,44,2,3,46,0,5,45,3,2,14,3,2,99,2,3,30,3,2,62
279,3,31,19,23,0,5,0,98,2,3,54,2,3,98,1,4,85,4,1,47,5,0,119,5,0,79,4,1,16,0,5,17,2,3,39
280,1,34,16,13,0,4,1,93,3,2,114,3,2,86,4,1,89,5,0,33,5,0,90,5,0,86,2,3,109,3,2,93,4,1,85
280,2,28,22,5,0,5,0,30,0,5,47,1,4,46,4,1,94,4,1,30,2,3,108,5,0,106,4,1,79,4,1,14,3,2,38
280,3,24,26,23,0,1,4,30,3,2,76,0,5,85,0,5,56,3,2,71,4,1,20,5,0,22,4,1,22,0,5,51,2,3,71
281,1,33,17,9,0,0,5,23,0,5,64,0,5,88,3,2,34,2,3,49,5,0,31,3,2,119,3,2,25,3,2,82,0,5,86
281,2,37,13,13,0,2,3,82,1,4,92,2,3,28,2,3,85,3,2,19,2,3,22,2,3,13,3,2,10,1,4,88,2,3,75
281,3,30,20,22,0,3,2,81,0,5,71,4,1,74,4,1,65,5,0,59,0,5,54,1,4,38,0,5,70,4,1,96,2,3,58
282,1,32,18,29,0,0,5,48,0,5,56,0,5,50,2,3,26,1,4,86,1,4,72,1,4,88,0,5,62,3,2,17,2,3,41
282,2,45,5,20,1,2,3,16,4,1,57,2,3,86,1,4,118,1,4,88,1,4,91,3,2,55,3,2,69,2,3,90,4,1,56
282,3,21,29,15,0,5,0,52,4,1,90,1,4,70,5,0,54,4,1,73,1,4,13,1,4,72,3,2,66,3,2,44,0,5,23
283,1,40,10,6,1,0,5,112,0,5,61,2,3,117,4,1,50,0,5,88,1,4,71,2,3,95,5,0,73,4,1,72,0,5,39
283,2,36,14,18,0,4,1,101,0,5,102,1,4,37,3,2,67,4,1,11,3,2,40,3,2,60,5,0,82,1,4,97,3,2,44
283,3,47,3,24,1,4,1,89,5,0,101,2,3,33,4,1,118,0,5,41,0,5,28,0,5,119,5,0,83,4,1,83,4,1,14
284,1,33,17,10,0,3,2,104,3,2,103,4,1,109,2,3,101,1,4,74,3,2,33,3,2,25,4,1,41,2,3,54,3,2,16
284,2,43,7,8,1,0,5,118,5,0,30,0,5,62,3,2,87,4,1,11,4,1,48,5,0,18,4,1,56,2,3,74,0,5,40
284,3,31,19,28,0,1,4,108,3,2,52,2,3,78,2,3,90,4,1,76,5,0,64,3,2,76,2,3,43,0,5,52,1,4,51
285,1,40,10,20,1,3,2,66,2,3,51,2,3,115,0,5,116,3,2,65,2,3,118,1,4,31,1,4,64,1,4,32,5,0,79
285,2,25,25,6,0,3,2,81,1,4,66,4,1,16,5,0,13,1,4,66,3,2,11,5,0,109,0,5,41,4,1,54,2,3,44
285,3,42,8,6,1,1,4,14,0,5,101,5,0,84,4,1,82,2,3,45,2,3,112,5,0,75,1,4,79,2,3,95,1,4,103
286,1,26,24,7,0,1,4,67,4,1,14,0,5,102,4,1,79,4,1,70,3,2,117,3,2,10,5,0,75,1,4,111,0,5,64
286,2,35,15,5,0,2,3,51,0,5,77,5,0,17,2,3,30,5,0,82,1,4,111,0,5,107,4,1,73,5,0,62,3,2,21
286,3,42,8,29,1,2,3,53,1,4,24,1,4,100,4,1,25,1,4,14,0,5,104,5,0,110,3,2,65,0,5,108,0,5,109
287,1,46,4,20,1,4,1,31,4,1,54,2,3,101,1,4,119,2,3,24,4,1,88,2,3,70,3,2,98,0,5,67,4,1,118
287,2,44,6,13,1,1,4,108,4,1,52,4,1,26,0,5,19,1,4,65,2,3,103,5,0,39,5,0,109,1,4,43,2,3,51
287,3,44,6,12,1,2,3,41,4,1,83,4,1,112,5,0,49,4,1,70,0,5,16,5,0,36,4,1,65,2,3,74,5,0,77
288,1,41,9,14,1,4,1,118,1,4,115,3,2,77,1,4,82,0,5,88,0,5,83,4,1,81,0,5,34,2,3,24,2,3,77
288,2,24,26,28,0,5,0,22,1,4,29,5,0,74,5,0,99,2,3,108,3,2,54,0,5,72,0,5,65,5,0,90,3,2,101
288,3,27,23,27,0,5,0,66,1,4,96,2,3,111,2,3,98,0,5,60,1,4,50,4,1,87,4,1,40,2,3,22,0,5,73
289,1,40,10,6,1,2,3,27,2,3,91,1,4,20,3,2,117,2,3,56,1,4,79,0,5,78,4,1,80,2,3,44,3,2,10
289,2,47,3,19,1,5,0,23,2,3,87,2,3,115,1,4,65,5,0,79,0,5,28,0,5,60,3,2,18,3,2,33,3,2,111
289,3,22,28,9,0,5,0,84,3,2,39,4,1,22,3,2,103,1,4,12,0,5,110,0,5,81,1,4,40,0,5,71,0,5,89
290,1,23,27,13,0,4,1,23,5,0,94,4,1,25,5,0,94,5,0,43,3,2,74,3,2,40,2,3,90,4,1,107,1,4,92
290,2,48,2,27,1,1,4,108,2,3,31,4,1,61,4,1,25,1,4,19,4,1,119,3,2,59,4,1,24,4,1,119,5,0,104
290,3,35,15,26,0,1,4,45,4,1,102,0,5,50,4,1,43,1,4,107,0,5,13,3,2,73,0,5,105,4,1,42,4,1,32
291,1,48,2,24,1,2,3,85,3,2,53,1,4,51,1,4,76,1,4,91,2,3,75,1,4,82,0,5,25,3,2,31,4,1,102
291,2,44,6,13,1,5,0,87,1,4,50,3,2,40,4,1,99,4,1,103,0,5,38,0,5,38,4,1,61,1,4,107,5,0,30
291,3,38,12,19,0,2,3,79,2,3,25,1,4,60,4,1,37,1,4,57,2,3,18,4,1,69,5,0,79,5,0,39,0,5,82
292,1,40,10,25,1,0,5,41,2,3,37,0,5,34,1,4,37,3,2,25,5,0,22,3,2,20,5,0,34,0,5,19,1,4,119
292,2,44,6,27,1,0,5,31,0,5,59,5,0,84,4,1,116,1,4,51,5,0,85,2,3,96,1,4,58,1,4,42,0,5,34
292,3,23,27,27,0,4,1,24,4,1,110,0,5,53,4,1,43,1,4,103,2,3,70,2,3,109,2,3,28,4,1,55,3,2,92
293,1,39,11,6,0,5,0,70,0,5,49,5,0,81,3,2,26,5,0,35,5,0,19,0,5,17,3,2,100,0,5,85,2,3,116
293,2,36,14,20,0,2,3,67,1,4,117,5,0,97,5,0,62,3,2,108,0,5,107,2,3,82,0,5,11,5,0,45,2,3,15
293,3,35,15,12,0,0,5,113,3,2,36,0,5,64,2,3,86,0,5,51,2,3,96,5,0,55,5,0,33,1,4,56,4,1,11
294,1,29,21,24,0,4,1,96,3,2,92,2,3,95,3,2,65,5,0,76,3,2,65,5,0,36,0,5,116,4,1,51,3,2,58
294,2,31,19,17,0,2,3,113,2,3,78,1,4,22,4,1,97,3,2,104,5,0,105,1,4,24,5,0,45,2,3,57,4,1,37
294,3,21,29,10,0,2,3,105,3,2,62,0,5,32,4,1,114,1,4,114,1,4,108,0,5,100,1,4,67,0,5,73,5,0,84
295,1,36,14,13,0,4,1,87,3,2,100,5,0,29,3,2,118,5,0,54,5,0,57,4,1,70,5,0,22,1,4,71,0,5,90
295,2,22,28,9,0,4,1,107,4,1,41,3,2,104,4,1,65,2,3,30,4,1,51,0,5,43,4,1,24,0,5,37,5,0,94
295,3,32,18,17,0,3,2,52,2,3,16,2,3,98,3,2,118,1,4,95,0,5,63,2,3,88,0,5,101,0,5,97,3,2,58
296,1,31,19,28,0,0,5,18,2,3,65,4,1,59,0,5,41,2,3,88,0,5,115,2,3,84,5,0,42,2,3,21,1,4,79
296,2,32,18,25,0,5,0,115,0,5,36,4,1,93,3,2,11,0,5,22,4,1,18,5,0,20,3,2,72,2,3,80,4,1,98
296,3,21,29,27,0,1,4,80,5,0,31,1,4,36,5,0,41,2,3,57,3,2,21,3,2,28,1,4,37,1,4,85,0,5,28
297,1,23,27,21,0,5,0,45,2,3,87,4,1,28,5,0,63,0,5,108,0,5,38,0,5,46,3,2,14,3,2,64,5,0,90
297,2,38,12,28,0,3,2,101,5,0,44,5,0,19,5,0,12,3,2,16,4,1,34,5,0,26,3,2,33,4,1,29,2,3,40
297,3,22,28,29,0,5,0,28,0,5,39,1,4,70,0,5,78,5,0,83,4,1,34,3,2,88,4,1,94,5,0,117,5,0,57
298,1,43,7,8,1,1,4,25,5,0,38,0,5,111,0,5,116,5,0,118,5,0,101,5,0,46,2,3,17,4,1,24,2,3,105
298,2,34,16,20,0,3,2,59,2,3,72,0,5,25,0,5,97,0,5,25,5,0,66,3,2,17,5,0,88,4,1,24,0,5,15
298,3,38,12,18,0,5,0,25,1,4,84,4,1,10,2,3,28,4,1,58,3,2,87,3,2,113,4,1,83,5,0,80,2,3,91
299,1,46,4,21,1,0,5,75,0,5,84,5,0,110,5,0,81,2,3,79,5,0,49,5,0,52,2,3,99,0,5,111,4,1,23
299,2,40,10,29,1,2,3,101,3,2,43,3,2,90,3,2,66,0,5,67,4,1,86,2,3,103,5,0,10,0,5,111,0,5,16
299,3,43,7,16,1,0,5,73,5,0,80,4,1,111,0,5,55,3,2,83,3,2,47,2,3,36,2,3,108,4,1,72,2,3,76
300,1,24,26,18,0,1,4,27,0,5,66,3,2,11,1,4,29,4,1,33,5,0,61,4,1,100,0,5,19,5,0,79,2,3,80
300,2,42,8,9,1,1,4,20,2,3,93,5,0,98,1,4,11,0,5,79,4,1,63,4,1,76,0,5,119,4,1,114,4,1,119
300,3,29,21,14,0,3,2,75,5,0,97,2,3,86,5,0,14,0,5,14,2,3,12,4,1,72,2,3,44,0,5,43,2,3,11
301,1,40,10,15,1,0,5,73,0,5,59,3,2,54,3,2,117,5,0,50,2,3,32,2,3,23,1,4,90,5,0,32,3,2,81
301,2,45,5,18,1,3,2,112,2,3,117,3,2,116,5,0,22,0,5,88,3,2,80,3,2,119,0,5,98,0,5,45,3,2,76
301,3,43,7,23,1,1,4,83,2,3,42,0,5,73,3,2,33,4,1,109,1,4,23,2,3,82,1,4,22,0,5,17,5,0,108
302,1,40,10,18,1,0,5,38,2,3,63,3,2,72,0,5,43,4,1,33,4,1,61,3,2,110,4,1,114,4,1,20,5,0,45
302,2,21,29,5,0,1,4,79,1,4,100,4,1,78,4,1,64,4,1,107,4,1,106,0,5,99,3,2,46,0,5,62,2,3,66
302,3,50,0,22,1,2,3,70,3,2,62,3,2,87,4,1,107,3,2,39,4,1,82,5,0,114,0,5,44,2,3,104,1,4,87
303,1,28,22,28,0,0,5,88,2,3,107,5,0,66,1,4,74,1,4,60,3,2,17,5,0,47,0,5,42,3,2,100,1,4,68
303,2,35,15,10,0,0,5,75,5,0,66,1,4,101,2,3,54,1,4,11,1,4,109,4,1,111,2,3,62,2,3,118,2,3,16
303,3,46,4,29,1,3,2,58,3,2,48,1,4,12,2,3,61,4,1,63,1,4,21,5,0,17,2,3,85,2,3,81,3,2,59
304,1,41,9,8,1,2,3,20,4,1,55,2,3,102,4,1,75,1,4,43,3,2,101,2,3,67,1,4,96,2,3,107,2,3,85
304,2,50,0,20,1,0,5,103,0,5,30,3,2,19,3,2,19,5,0,103,1,4,14,1,4,34,0,5,52,4,1,50,4,1,34
304,3,23,27,24,0,4,1,13,0,5,97,3,2,22,4,1,96,4,1,90,3,2,55,5,0,72,1,4,103,2,3,77,2,3,44
305,1,40,10,7,1,3,2,94,1,4,76,5,0,29,3,2,55,0,5,87,4,1,64,2,3,72,1,4,27,4,1,42,3,2,71
305,2,46,4,14,1,0,5,27,2,3,40,3,2,37,1,4,16,3,2,109,0,5,52,0,5,45,0,5,61,0,5,45,3,2,50
305,3,48,2,11,1,4,1,115,2,3,30,2,3,47,5,0,75,4,1,50,1,4,62,1,4,43,1,4,77,4,1,17,3,2,113
306,1,29,21,15,0,2,3,40,3,2,91,2,3,68,2,3,92,1,4,100,0,5,94,5,0,99,1,4,30,0,5,13,2,3,18
306,2,49,1,5,1,5,0,60,3,2,65,0,5,67,3,2,77,3,2,72,3,2,51,2,3,112,5,0,44,3,2,63,3,2,25
306,3,48,2,21,1,5,0,90,3,2,80,5,0,76,2,3,45,2,3,45,3,2,63,0,5,66,0,5,46,2,3,66,0,5,88
307,1,27,23,14,0,3,2,57,1,4,47,4,1,90,3,2,63,5,0,16,4,1,13,1,4,119,3,2,19,4,1,90,3,2,88
307,2,38,12,8,0,4,1,27,1,4,71,0,5,32,4,1,71,2,3,24,4,1,64,0,5,37,5,0,91,0,5,86,5,0,45
307,3,38,12,23,0,4,1,35,1,4,22,2,3,15,1,4,62,0,5,98,1,4,38,3,2,109,5,0,49,1,4,118,4,1,103
308,1,42,8,21,1,3,2,29,4,1,69,0,5,110,5,0,25,1,4,35,1,4,64,3,2,95,3,2,93,2,3,96,1,4,16
308,2,48,2,12,1,2,3,73,1,4,28,5,0,99,4,1,119,0,5,43,3,2,70,3,2,35,0,5,33,2,3,105,1,4,49
308,3,47,3,24,1,3,2,52,1,4,22,1,4,76,2,3,23,2,3,16,1,4,66,1,4,73,0,5,61,4,1,63,2,3,20
309,1,47,3,23,1,1,4,110,3,2,114,1,4,110,3,2,72,2,3,34,3,2,53,4,1,16,4,1,46,0,5,50,1,4,112
309,2,20,30,21,0,5,0,108,4,1,49,3,2,18,3,2,60,2,3,82,1,4,74,0,5,99,1,4,73,0,5,118,2,3,115
309,3,44,6,19,1,1,4,116,3,2,101,4,1,110,3,2,97,0,5,64,4,1,45,3,2,74,5,0,90,4,1,117,0,5,112
310,1,44,6,7,1,4,1,85,3,2,47,5,0,110,0,5,112,0,5,102,2,3,23,1,4,111,5,0,108,0,5,20,4,1,91
310,2,21,29,7,0,3,2,19,1,4,73,3,2,82,1,4,18,1,4,59,2,3,102,1,4,21,1,4,48,0,5,89,1,4,65
310,3,23,27,22,0,1,4,20,2,3,116,5,0,75,4,1,51,5,0,53,2,3,91,0,5,76,1,4,105,3,2,112,4,1,67
311,1,28,22,5,0,2,3,49,0,5,41,5,0,80,4,1,44,0,5,113,3,2,87,4,1,10,0,5,47,2,3,114,4,1,117
311,2,23,27,25,0,3,2,16,2,3,119,1,4,107,1,4,10,4,1,87,0,5,101,1,4,30,1,4,66,2,3,36,1,4,36
311,3,27,23,5,0,0,5,81,2,3,86,3,2,54,1,4,59,0,5,46,0,5,110,4,1,73,5,0,112,3,2,97,3,2,86
312,1,48,2,7,1,0,5,54,3,2,72,5,0,93,5,0,87,4,1,77,5,0,88,4,1,60,3,2,98,4,1,74,5,0,78
312,2,48,2,25,1,3,2,23,5,0,46,3,2,69,2,3,24,0,5,80,1,4,85,4,1,76,0,5,60,4,1,55,1,4,93
312,3,32,18,5,0,3,2,20,0,5,93,1,4,59,4,1,65,1,4,39,4,1,51,5,0,119,4,1,48,0,5,95,1,4,40
313,1,22,28,12,0,0,5,40,1,4,46,5,0,80,4,1,34,5,0,107,3,2,21,2,3,40,3,2,54,0,5,116,1,4,47
313,2,39,11,19,0,0,5,71,5,0,24,3,2,75,2,3,41,2,3,108,5,0,98,3,2,95,5,0,22,3,2,52,1,4,85
313,3,49,1,17,1,5,0,20,1,4,31,5,0,107,1,4,63,0,5,62,0,5,96,3,2,76,0,5,89,3,2,55,4,1,51
314,1,48,2,5,1,2,3,76,0,5,27,5,0,78,0,5,37,5,0,114,3,2,113,4,1,107,4,1,55,3,2,45,5,0,49
314,2,36,14,20,0,5,0,27,4,1,37,4,1,12,0,5,114,4,1,21,0,5,108,0,5,24,5,0,39,1,4,60,2,3,43
314,3,48,2,17,1,0,5,115,0,5,118,3,2,25,2,3,44,1,4,35,4,1,77,5,0,66,0,5,76,2,3,38,2,3,72
315,1,39,11,29,0,2,3,53,0,5,44,4,1,34,2,3,27,2,3,64,5,0,66,2,3,89,3,2,99,1,4,18,4,1,57
315,2,49,1,12,1,3,2,71,4,1,92,3,2,67,2,3,51,1,4,53,0,5,82,4,1,88,4,1,46,1,4,11,3,2,40
315,3,41,9,9,1,4,1,90,1,4,69,5,0,20,2,3,14,0,5,112,1,4,51,0,5,91,1,4,62,4,1,43,1,4,90
316,1,29,21,17,0,0,5,45,1,4,65,2,3,28,3,2,48,3,2,59,4,1,113,2,3,111,2,3,15,3,2,68,1,4,33
316,2,48,2,6,1,4,1,66,1,4,113,3,2,112,1,4,66,2,3,106,4,1,70,3,2,23,3,2,115,0,5,77,0,5,94
316,3,30,20,14,0,3,2,23,5,0,96,1,4,90,0,5,58,3,2,45,2,3,86,0,5,91,5,0,15,0,5,107,4,1,25
317,1,30,20,20,0,0,5,59,2,3,49,5,0,50,1,4,19,0,5,108,2,3,70,4,1,70,0,5,28,0,5,30,5,0,50
317,2,42,8,13,1,1,4,119,5,0,100,0,5,113,1,4,48,2,3,112,4,1,37,1,4,96,0,5,82,1,4,100,1,4,78
317,3,25,25,17,0,0,5,113,3,2,41,3,2,102,4,1,46,3,2,70,5,0,11,1,4,58,2,3,29,4,1,65,3,2,70
318,1,39,11,10,0,0,5,97,3,2,64,5,0,39,1,4,79,2,3,76,5,0,102,3,2,113,2,3,44,0,5,10,1,4,51
318,2,34,16,23,0,1,4,38,0,5,91,3,2,79,1,4,69,2,3,102,0,5,95,4,1,45,4,1,105,3,2,41,2,3,10
318,3,35,15,23,0,0,5,61,3,2,47,3,2,13,0,5,84,5,0,92,3,2,79,5,0,57,3,2,72,1,4,100,4,1,33
319,1,47,3,21,1,5,0,88,2,3,54,5,0,111,4,1,74,0,5,60,5,0,65,4,1,87,5,0,10,5,0,81,4,1,32
319,2,49,1,23,1,4,1,104,1,4,31,4,1,58,4,1,34,4,1,100,0,5,77,2,3,74,5,0,62,5,0,110,4,1,30
319,3,27,23,13,0,1,4,51,0,5,29,3,2,25,3,2,73,1,4,58,0,5,74,3,2,92,2,3,48,0,5,64,5,0,31
320,1,42,8,10,1,4,1,85,2,3,29,5,0,30,2,3,33,2,3,90,1,4,41,1,4,13,3,2,15,5,0,113,3,2,96
320,2,34,16,23,0,3,2,71,1,4,103,0,5,58,4,1,15,4,1,72,0,5,38,1,4,86,4,1,54,2,3,26,2,3,36
320,3,36,14,5,0,3,2,94,3,2,26,5,0,57,2,3,41,0,5,109,2,3,101,5,0,31,0,5,20,2,3,63,0,5,99
321,1,20,30,5,0,1,4,116,1,4,105,1,4,29,1,4,97,0,5,63,2,3,36,0,5,98,1,4,103,4,1,100,3,2,77
321,2,30,20,26,0,0,5,71,5,0,101,5,0,16,1,4,22,4,1,33,3,2,92,0,5,59,5,0,67,5,0,81,5,0,45
321,3,48,2,14,1,3,2,56,2,3,116,3,2,39,0,5,10,4,1,115,3,2,59,3,2,102,0,5,83,2,3,16,3,2,23
322,1,44,6,28,1,2,3,62,4,1,96,4,1,60,1,4,105,2,3,45,2,3,53,3,2,36,5,0,25,5,0,41,5,0,24
322,2,44,6,26,1,5,0,89,0,5,23,0,5,53,4,1,12,5,0,113,2,3,106,4,1,35,2,3,110,2,3,93,4,1,113
322,3,44,6,5,1,2,3,50,3,2,42,5,0,35,2,3,71,1,4,85,2,3,86,0,5,73,1,4,64,3,2,71,2,3,16
323,1,27,23,6,0,4,1,60,4,1,79,1,4,95,3,2,14,2,3,76,3,2,49,0,5,99,1,4,83,0,5,101,1,4,70
323,2,34,16,6,0,4,1,104,5,0,113,3,2,101,3,2,92,3,2,58,0,5,60,2,3,85,2,3,99,0,5,107,4,1,84
323,3,28,22,11,0,5,0,101,2,3,109,4,1,104,3,2,48,0,5,80,3,2,21,3,2,116,4,1,48,2,3,56,0,5,16
324,1,20,30,15,0,0,5,31,1,4,55,5,0,57,2,3,21,3,2,99,2,3,28,4,1,49,0,5,32,3,2,67,2,3,58
324,2,32,18,10,0,2,3,24,5,0,18,4,1,116,4,1,107,3,2,50,3,2,82,1,4,37,0,5,58,1,4,105,1,4,85
324,3,37,13,8,0,2,3,78,2,3,22,3,2,105,2,3,32,2,3,15,5,0,21,0,5,55,2,3,82,4,1,116,3,2,42
325,1,44,6,22,1,0,5,109,5,0,103,1,4,73,4,1,107,4,1,38,1,4,113,4,1,46,2,3,11,3,2,36,4,1,102
325,2,39,11,14,0,1,4,39,0,5,34,5,0,16,5,0,62,2,3,99,2,3,36,2,3,102,4,1,50,1,4,51,0,5,73
325,3,45,5,6,1,0,5,34,2,3,87,2,3,108,4,1,71,0,5,85,3,2,100,1,4,81,0,5,112,1,4,93,5,0,36
326,1,46,4,6,1,5,0,74,3,2,107,0,5,53,1,4,100,2,3,84,0,5,64,3,2,111,1,4,60,0,5,19,3,2,71
326,2,40,10,26,1,2,3,76,4,1,38,2,3,72,0,5,110,0,5,69,4,1,105,4,1,84,1,4,79,4,1,13,4,1,79
326,3,36,14,26,0,4,1,56,2,3,40,5,0,85,1,4,67,4,1,85,1,4,76,5,0,72,4,1,18,1,4,80,1,4,53
327,1,49,1,27,1,4,1,115,4,1,116,1,4,77,0,5,36,1,4,71,2,3,92,3,2,51,1,4,112,1,4,33,0,5,98
327,2,30,20,22,0,4,1,32,0,5,51,0,5,28,5,0,90,0,5,34,0,5,70,0,5,53,1,4,78,3,2,22,5,0,72
327,3,21,29,15,0,0,5,83,0,5,63,0,5,111,4,1,56,4,1,86,1,4,90,2,3,61,1,4,114,0,5,111,5,0,67
328,1,21,29,29,0,4,1,64,4,1,90,2,3,83,2,3,13,2,3,33,5,0,67,0,5,74,5,0,11,5,0,106,4,1,79
328,2,24,26,7,0,3,2,106,5,0,23,3,2,110,2,3,73,0,5,72,4,1,100,4,1,61,4,1,14,2,3,74,3,2,52
328,3,24,26,15,0,3,2,30,0,5,21,1,4,75,0,5,80,3,2,106,3,2,108,4,1,83,5,0,91,5,0,44,5,0,48
329,1,28,22,13,0,5,0,68,1,4,72,4,1,48,1,4,13,2,3,92,4,1,92,0,5,59,0,5,114,2,3,72,1,4,75
329,2,31,19,15,0,1,4,48,5,0,83,4,1,67,0,5,26,2,3,113,3,2,49,2,3,90,4,1,64,1,4,86,0,5,118
329,3,40,10,26,1,4,1,99,0,5,104,5,0,39,0,5,103,1,4,113,5,0,24,3,2,44,1,4,39,5,0,88,1,4,96
330,1,45,5,27,1,5,0,83,4,1,10,1,4,52,5,0,73,0,5,16,2,3,84,1,4,24,5,0,43,3,2,10,0,5,79
330,2,43,7,29,1,0,5,92,2,3,13,1,4,72,0,5,20,3,2,35,0,5,61,4,1,42,2,3,27,0,5,66,2,3,98
330,3,43,7,22,1,4,1,108,0,5,55,5,0,87,3,2,103,0,5,110,0,5,74,3,2,77,5,0,13,1,4,118,5,0,14
331,1,22,28,14,0,4,1,83,1,4,88,3,2,47,4,1,71,5,0,46,2,3,70,0,5,79,0,5,95,2,3,92,5,0,82
331,2,38,12,28,0,1,4,32,3,2,99,2,3,96,2,3,25,1,4,101,5,0,106,4,1,17,4,1,110,0,5,34,0,5,108
331,3,22,28,23,0,0,5,54,0,5,69,0,5,107,2,3,76,1,4,43,0,5,30,5,0,44,0,5,49,1,4,108,1,4,115
332,1,40,10,22,1,4,1,34,5,0,11,4,1,79,4,1,119,4,1,16,5,0,64,4,1,109,2,3,117,1,4,63,5,0,48
332,2,20,30,28,0,1,4,15,0,5,69,1,4,49,3,2,111,4,1,35,3,2,69,3,2,68,0,5,104,3,2,30,2,3,91
332,3,29,21,5,0,5,0,90,3,2,41,4,1,72,5,0,73,0,5,62,2,3,57,2,3,55,5,0,61,0,5,78,3,2,31
333,1,34,16,16,0,1,4,13,4,1,116,3,2,38,4,1,68,4,1,60,3,2,68,3,2,14,2,3,55,0,5,14,4,1,86
333,2,43,7,6,1,3,2,73,2,3,102,5,0,104,0,5,22,3,2,75,5,0,16,1,4,42,2,3,30,2,3,51,4,1,104
333,3,48,2,24,1,4,1,29,2,3,29,5,0,43,3,2,11,0,5,15,5,0,21,1,4,37,3,2,62,1,4,47,2,3,80
334,1,24,26,12,0,4,1,96,3,2,114,1,4,49,4,1,81,3,2,29,0,5,90,1,4,66,3,2,54,4,1,72,2,3,59
334,2,23,27,9,0,0,5,119,5,0,94,4,1,109,5,0,89,1,4,46,5,0,83,1,4,94,3,2,72,5,0,103,1,4,103
334,3,30,20,5,0,0,5,24,5,0,62,3,2,38,3,2,92,4,1,102,1,4,79,4,1,96,0,5,100,1,4,21,5,0,83
335,1,29,21,14,0,5,0,99,1,4,34,5,0,73,5,0,36,1,4,119,3,2,32,5,0,58,2,3,95,2,3,68,1,4,48
335,2,22,28,16,0,0,5,56,4,1,69,3,2,84,5,0,116,2,3,108,5,0,74,4,1,35,0,5,115,1,4,21,3,2,19
335,3,20,30,29,0,0,5,100,2,3,71,1,4,118,4,1,91,5,0,89,1,4,75,2,3,71,3,2,48,4,1,19,0,5,111
336,1,28,22,26,0,5,0,36,2,3,86,2,3,85,4,1,71,1,4,53,3,2,87,1,4,52,4,1,73,4,1,10,2,3,83
336,2,48,2,19,1,3,2,87,2,3,59,2,3,30,2,3,20,5,0,91,0,5,51,5,0,60,2,3,70,3,2,68,1,4,43
336,3,28,22,18,0,4,1,107,5,0,42,2,3,47,4,1,64,2,3,86,0,5,82,0,5,20,2,3,42,4,1,111,2,3,62
337,1,21,29,22,0,1,4,45,2,3,37,4,1,100,2,3,113,4,1,55,2,3,66,2,3,113,0,5,27,3,2,23,2,3,42
337,2,40,10,27,1,4,1,55,3,2,95,3,2,38,1,4,25,1,4,41,2,3,113,4,1,83,2,3,46,4,1,105,5,0,39
